1601262854.836491 0 0 270 2815
1601262854.841485 0 0 270 2815
1601262854.846480 0 0 270 2815
1601262854.851474 0 0 270 2815
1601262854.856469 0 0 270 2815
1601262854.861463 0 0 270 2815
1601262854.866458 0 0 270 2815
1601262854.871452 0 0 270 2815
1601262854.876446 0 0 270 2815
1601262854.881441 0 0 270 2815
1601262854.886436 0 0 270 2815
1601262854.891430 0 0 270 2815
1601262854.896425 0 0 270 2815
1601262854.901419 0 0 270 2815
1601262854.906414 0 0 270 2815
1601262854.911408 0 0 270 2815
1601262854.916402 0 0 270 2815
1601262854.921397 0 0 270 2815
1601262854.926391 0 0 270 2815
1601262854.931386 0 0 270 2815
1601262854.941375 0 0 270 2815
1601262854.951364 0 0 270 2815
1601262854.956358 0 0 270 2815
1601262854.961353 0 0 270 2815
1601262854.966347 0 0 270 2815
1601262854.971342 0 0 270 2815
1601262854.976336 0 0 270 2815
1601262854.981331 0 0 270 2815
1601262854.986325 0 0 270 2815
1601262854.991319 0 0 270 2815
1601262854.996314 0 0 270 2815
1601262855.001308 0 0 270 2815
1601262855.006303 0 0 270 2815
1601262855.011297 0 0 270 2815
1601262855.016292 0 0 270 2815
1601262855.021286 0 0 270 2815
1601262855.026281 0 0 270 2815
1601262855.031275 0 0 270 2815
1601262855.036270 0 0 270 2815
1601262855.041264 0 0 270 2815
1601262855.046259 0 0 270 2815
1601262855.051253 0 0 270 2815
1601262855.056248 0 0 270 2815
1601262855.061242 0 0 270 2815
1601262855.066237 0 0 270 2815
1601262855.071231 0 0 270 2815
1601262855.076226 0 0 270 2815
1601262855.081220 0 0 270 2815
1601262855.086215 0 0 270 2815
1601262855.091209 0 0 270 2815
1601262855.096204 0 0 270 2815
1601262855.101198 0 0 270 2815
1601262855.106192 0 0 270 2815
1601262855.111187 0 0 270 2815
1601262855.116181 0 0 270 2815
1601262855.126170 0 0 270 2815
1601262855.136159 0 0 270 2815
1601262855.146216 0 0 270 2815
1601262855.151212 0 0 270 2815
1601262855.156208 0 0 270 2815
1601262855.161203 0 0 270 2815
1601262855.166199 0 0 270 2815
1601262855.171195 0 0 270 2815
1601262855.176190 0 0 270 2815
1601262855.181186 0 0 270 2815
1601262855.186182 0 0 270 2815
1601262855.191177 0 0 270 2815
1601262855.196173 0 0 270 2815
1601262855.201169 0 0 270 2815
1601262855.206164 0 0 270 2815
1601262855.211160 0 0 270 2815
1601262855.216155 0 0 270 2815
1601262855.221151 0 0 270 2815
1601262855.226147 0 0 270 2815
1601262855.231142 0 0 270 2815
1601262855.236138 0 0 270 2815
1601262855.241134 0 0 270 2815
1601262855.246129 0 0 270 2815
1601262855.251125 0 0 270 2815
1601262855.256120 0 0 270 2815
1601262855.261116 0 0 270 2815
1601262855.266112 0 0 270 2815
1601262855.271107 0 0 270 2815
1601262855.276103 0 0 270 2815
1601262855.281099 0 0 270 2815
1601262855.286094 0 0 270 2815
1601262855.296086 0 0 270 2815
1601262855.306077 0 0 270 2815
1601262855.311073 0 0 270 2815
1601262855.321064 0 0 270 2815
1601262855.326060 0 0 270 2815
1601262855.331055 0 0 270 2815
1601262855.336051 0 0 270 2815
1601262855.341047 0 0 270 2815
1601262855.346042 0 0 270 2815
1601262855.351038 0 0 270 2815
1601262855.356033 0 0 270 2815
1601262855.361029 0 0 270 2815
1601262855.366025 0 0 270 2815
1601262855.371020 0 0 270 2815
1601262855.376016 0 0 270 2815
1601262855.381012 0 0 270 2815
1601262855.386007 0 0 270 2815
1601262855.391003 0 0 270 2815
1601262855.395998 0 0 270 2815
1601262855.400994 0 0 270 2815
1601262855.405990 0 0 270 2815
1601262855.410985 0 0 270 2815
1601262855.415981 0 0 270 2815
1601262855.420977 0 0 270 2815
1601262855.425972 0 0 270 2815
1601262855.430968 0 0 270 2815
1601262855.435964 0 0 270 2815
1601262855.440959 0 0 270 2815
1601262855.450951 0 0 270 2815
1601262855.460942 0 0 270 2815
1601262855.470933 0 0 270 2815
1601262855.475929 0 0 270 2815
1601262855.480924 0 0 270 2815
1601262855.485920 0 0 270 2815
1601262855.490916 0 0 270 2815
1601262855.495911 0 0 270 2815
1601262855.500907 0 0 270 2815
1601262855.505903 0 0 270 2815
1601262855.510898 0 0 270 2815
1601262855.515894 0 0 270 2815
1601262855.520890 0 0 270 2815
1601262855.525885 0 0 270 2815
1601262855.530881 0 0 270 2815
1601262855.535877 0 0 270 2815
1601262855.540872 0 0 270 2815
1601262855.545868 0 0 270 2815
1601262855.550864 0 0 270 2815
1601262855.555859 0 0 270 2815
1601262855.560855 0 0 270 2815
1601262855.565850 0 0 270 2815
1601262855.570846 0 0 270 2815
1601262855.575842 0 0 270 2815
1601262855.580837 0 0 270 2815
1601262855.585833 0 0 270 2815
1601262855.590829 0 0 270 2815
1601262855.600820 0 0 270 2815
1601262855.610811 0 0 270 2815
1601262855.615807 0 0 270 2815
1601262855.620802 0 0 270 2815
1601262855.625798 0 0 270 2815
1601262855.630794 0 0 270 2815
1601262855.635789 0 0 270 2815
1601262855.640785 0 0 270 2815
1601262855.645623 0 0 270 2815
1601262855.650617 0 0 270 2815
1601262855.655611 0 0 270 2815
1601262855.660604 0 0 270 2815
1601262855.665598 0 0 270 2815
1601262855.670592 0 0 270 2815
1601262855.675586 0 0 270 2815
1601262855.680579 0 0 270 2815
1601262855.685573 0 0 270 2815
1601262855.690567 0 0 270 2815
1601262855.695560 0 0 270 2815
1601262855.700554 0 0 270 2815
1601262855.705548 0 0 270 2815
1601262855.710541 0 0 270 2815
1601262855.715535 0 0 270 2815
1601262855.720529 0 0 270 2815
1601262855.725522 0 0 270 2815
1601262855.730516 0 0 270 2815
1601262855.735510 0 0 270 2815
1601262855.740503 0 0 270 2815
1601262855.745497 0 0 270 2815
1601262855.750491 0 0 270 2815
1601262855.755484 0 0 270 2815
1601262855.760478 0 0 270 2815
1601262855.765472 0 0 270 2815
1601262855.770465 0 0 270 2815
1601262855.775459 0 0 270 2815
1601262855.780453 0 0 270 2815
1601262855.785446 0 0 270 2815
1601262855.790440 0 0 270 2815
1601262855.795434 0 0 270 2815
1601262855.800427 0 0 270 2815
1601262855.805421 0 0 270 2815
1601262855.810415 0 0 270 2815
1601262855.815408 0 0 270 2815
1601262855.825396 0 0 270 2815
1601262855.835383 0 0 270 2815
1601262855.840377 0 0 270 2815
1601262855.850364 0 0 270 2815
1601262855.855358 0 0 270 2815
1601262855.860351 0 0 270 2815
1601262855.865345 0 0 270 2815
1601262855.870339 0 0 270 2815
1601262855.875332 0 0 270 2815
1601262855.880326 0 0 270 2815
1601262855.885320 0 0 270 2815
1601262855.890313 0 0 270 2815
1601262855.895307 0 0 270 2815
1601262855.900301 0 0 270 2815
1601262855.905294 0 0 270 2815
1601262855.910288 0 0 270 2815
1601262855.915282 0 0 270 2815
1601262855.920275 0 0 270 2815
1601262855.925269 0 0 270 2815
1601262855.930263 0 0 270 2815
