1599713354.436129 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.446118 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.451112 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.456106 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.461101 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.466095 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.471089 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.476084 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.481078 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.486072 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.491066 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.496061 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.501055 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.506049 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.511044 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.516038 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.521032 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.526026 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.531021 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.536015 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.541009 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.546004 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.550998 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.555992 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.560987 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.565981 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.570975 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.575970 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.580964 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.585958 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.590953 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.595947 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.600941 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.610930 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.615924 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.620919 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.625913 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.630907 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.635901 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.640896 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.645890 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.650884 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.655879 0.000475 0.000000 0.004516 -0.000231 0.001668
1599713354.660873 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.665867 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.670861 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.675856 0.000476 0.000000 0.004507 0.000231 -0.001668
1599713354.680850 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.685844 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.690839 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.695833 0.000476 0.000000 0.004507 0.000000 -0.000000
1599713354.700827 0.000475 0.000000 0.004516 -0.000231 0.001668
1599713354.705822 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.710816 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.715810 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.720804 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.725799 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.730793 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.735787 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.740782 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.745776 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.750770 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.755765 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.760759 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.770748 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.780736 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.785731 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.790725 0.000475 0.000000 0.004516 0.000000 -0.000000
1599713354.795719 0.000476 0.000000 0.004524 0.000231 0.001668
1599713354.800714 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.805708 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.810702 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.815696 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.820691 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.825676 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.830671 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.835665 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.840660 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.845654 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.850649 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.855643 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.860638 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.865632 0.000476 0.000000 0.004524 0.000000 -0.000000
1599713354.870627 0.000476 0.000000 0.004524 0.000000 -0.000000
