1601943831.027302 0.002008 -0.003047 -0.001820 -0.063477 0.012207 -1.002930 -19.049999 2.700000 -19.049999 38.596668 
1601943831.037121 0.000944 -0.005175 0.001372 -0.065430 0.012207 -0.995605 -20.250000 2.100000 -19.200001 38.596668 
1601943831.047495 0.000944 -0.000918 0.000308 -0.063477 0.012207 -0.995605 -19.500000 1.350000 -18.750000 38.578697 
1601943831.057573 -0.003313 0.001210 0.001372 -0.061523 0.012695 -1.000488 -19.200001 1.800000 -17.100000 38.596668 
1601943831.067703 -0.002249 0.001210 0.000308 -0.063965 0.007324 -1.008789 -20.250000 2.100000 -19.200001 38.599663 
1601943831.077783 -0.002249 0.004403 -0.000756 -0.065430 0.013184 -1.001953 -20.100000 3.000000 -19.350000 38.575703 
1601943831.087831 0.000944 0.000146 -0.002884 -0.062988 0.009766 -1.008301 -20.700001 1.800000 -17.100000 38.596668 
1601943831.097882 0.000944 -0.004111 -0.000756 -0.066895 0.009277 -1.008301 -19.500000 1.350000 -19.500000 38.656574 
1601943831.108053 -0.002249 -0.003047 -0.001820 -0.072266 0.010742 -1.003418 -19.799999 3.750000 -17.850000 38.611645 
1601943831.118179 -0.001184 -0.003047 -0.002884 -0.069824 0.011719 -0.998047 -19.799999 2.250000 -18.600000 38.557732 
1601943831.128227 -0.000120 0.000146 0.000308 -0.073730 0.010742 -0.995117 -19.350000 1.650000 -19.350000 38.605656 
1601943831.138391 -0.003313 0.001210 -0.000756 -0.070801 0.011230 -0.999023 -19.950001 1.800000 -17.700001 38.647587 
1601943831.148392 -0.003313 0.000146 0.001372 -0.071289 0.011719 -1.006348 -20.549999 1.200000 -18.299999 38.581692 
1601943831.158470 -0.000120 0.001210 -0.000756 -0.068848 0.008301 -1.007324 -19.500000 1.800000 -18.750000 38.584690 
1601943831.168573 -0.000120 -0.003047 -0.001820 -0.069336 0.008301 -1.008301 -20.549999 2.250000 -18.600000 38.578697 
1601943831.178674 -0.001184 0.000146 -0.001820 -0.067383 0.010254 -1.001953 -19.500000 4.050000 -17.700001 38.599663 
1601943831.188757 0.002008 -0.004111 0.000308 -0.068359 0.008301 -1.003906 -19.049999 3.450000 -17.850000 38.599663 
1601943831.198894 -0.001184 0.000146 0.001372 -0.069336 0.008301 -1.003906 -19.799999 2.700000 -18.299999 38.641598 
1601943831.208941 -0.001184 0.001210 -0.002884 -0.069336 0.011230 -1.002930 -20.549999 2.250000 -19.650000 38.611645 
1601943831.219046 0.002008 0.004403 -0.000756 -0.065430 0.012207 -1.003906 -19.799999 4.200000 -18.299999 38.599663 
1601943831.229123 -0.000120 0.000146 -0.000756 -0.066406 0.012695 -1.009277 -19.500000 3.300000 -19.500000 38.605656 
1601943831.239228 0.003073 0.001210 -0.001820 -0.066895 0.009766 -1.005859 -19.799999 2.700000 -18.600000 38.569714 
1601943831.249382 0.000944 0.002275 -0.000756 -0.069336 0.007812 -1.002930 -20.700001 3.600000 -19.950001 38.608650 
1601943831.259445 -0.001184 0.003339 0.001372 -0.069336 0.011230 -0.999512 -21.000000 2.850000 -17.700001 38.608650 
1601943831.269553 -0.001184 0.003339 -0.001820 -0.066406 0.009277 -0.999512 -19.799999 0.900000 -17.549999 38.584690 
1601943831.279600 0.003073 0.018238 0.001372 -0.068848 0.005859 -0.979492 -19.200001 1.350000 -19.200001 38.584690 
1601943831.289680 -0.007570 0.007596 0.001372 -0.065918 0.011230 -1.028809 -20.700001 4.050000 -18.750000 38.623627 
1601943831.299812 0.005201 0.009724 -0.001820 -0.074707 0.004395 -0.970703 -17.850000 3.750000 -16.799999 38.608650 
1601943831.309839 0.000944 0.016110 0.001372 -0.071777 0.008301 -1.037109 -19.049999 1.950000 -18.600000 38.632610 
1601943831.319891 -0.001184 -0.006239 0.003501 -0.069824 0.005859 -1.013184 -20.549999 1.950000 -19.049999 38.599663 
1601943831.330031 -0.000120 -0.006239 0.002437 -0.067871 0.008789 -1.001953 -20.250000 2.100000 -18.450001 38.575703 
